,starttime_day,usertype,tripduration,tripdistance
20,2015-04-21,24868,978.2928663342448,1.0670243066046563
21,2015-04-22,21997,774.2789016684093,1.049953970599788
22,2015-04-23,22074,863.7258312947359,1.029110318955637
23,2015-04-24,20981,880.8116391020448,0.9972835941108347
24,2015-04-25,21082,1103.006877905322,1.0586316643545204
25,2015-04-26,21594,1139.9887931832916,1.0787959134472331
26,2015-04-27,25501,787.2567742441473,1.0717504275551333
27,2015-04-28,29795,887.1855680483303,1.1034641809978154
28,2015-04-29,31532,884.6729671444881,1.1070546500622631
29,2015-04-30,29252,933.1407766990292,1.082012780508776
0,2015-05-01,27924,861.5340209139092,1.061964294770192
1,2015-05-02,25743,1160.8724313405587,1.0870215561412082
2,2015-05-03,27694,1227.6171733949593,1.1182200511799074
3,2015-05-04,32066,999.1151999002059,1.1312463236666093
4,2015-05-05,33012,1016.8396946564885,1.1119419417430592
5,2015-05-06,30313,872.8717711872794,1.0791310896728656
6,2015-05-07,34871,922.081701127011,1.1046629948767663
7,2015-05-08,34304,976.649807602612,1.0945954728256657
8,2015-05-09,24329,1178.1113896995355,1.0537286779681718
9,2015-05-10,26573,1220.7902382117186,1.1014927433656694
10,2015-05-11,32382,988.7224383916991,1.0947117418975676
11,2015-05-12,35225,909.686160397445,1.1020678630852334
12,2015-05-13,33402,927.2919286270284,1.0943874378509244
13,2015-05-14,40826,1014.6958065938372,1.081577515229456
14,2015-05-15,34945,959.9899270281871,1.0881781007646885
15,2015-05-16,23882,1126.1696256594926,1.050175039819228
16,2015-05-17,30969,1193.4049533404373,1.1111075006470215
17,2015-05-18,31559,972.4663962736462,1.0795752045716196
18,2015-05-19,33895,842.3518218026258,1.0882560679060576
19,2015-05-20,33823,832.4495461668096,1.0852911966646326
20,2015-05-21,31214,826.1445184852951,1.0656286603019853
21,2015-05-22,31891,926.0085917657019,1.0837275357946372
22,2015-05-23,23910,1224.7517356754497,1.0873059754555887
23,2015-05-24,25151,1304.1405113116775,1.1072442674310874
24,2015-05-25,28164,1204.3090470103677,1.108872762534968
25,2015-05-26,35786,912.2328005365226,1.101973599454532
26,2015-05-27,33710,822.7817858202313,1.0771873132948229
27,2015-05-28,35934,838.9007903378416,1.079868560009543
28,2015-05-29,37756,935.9319048628032,1.0919157494623226
29,2015-05-30,31147,1136.5257328153593,1.0872435263414664
30,2015-05-31,19586,1103.1178903298273,1.0222910531523535
0,2015-06-01,15283,656.2428188182948,0.9492973417772728
1,2015-06-02,11984,674.0006675567423,0.9313100992574007
2,2015-06-03,34590,828.2322058398381,1.0815148475425513
3,2015-06-04,32772,803.479342121323,1.0665313640799174
4,2015-06-05,31294,809.6545024605356,1.0679392946517294
5,2015-06-06,26334,1085.6555023923445,1.0655009445336439
6,2015-06-07,30773,1161.2737139700387,1.120701663346432
7,2015-06-08,33585,869.4555605180884,1.095394306485331
8,2015-06-09,35412,824.9336100756806,1.08491949758711
9,2015-06-10,39350,949.8847776365947,1.1176266584271004
10,2015-06-11,37400,861.171229946524,1.0741832794936714
11,2015-06-12,35136,875.8617941712204,1.077666224811894
12,2015-06-13,29980,1165.5388258839225,1.0875304620142503
13,2015-06-14,28184,1130.0950184501844,1.082468646106541
14,2015-06-15,25087,780.0665284808865,1.021108395053605
15,2015-06-16,32147,802.8929915699754,1.060564613540083
16,2015-06-17,38030,866.7823823297397,1.088692031969583
17,2015-06-18,35464,787.7339837581773,1.0553389015459655
18,2015-06-19,37380,880.400454788657,1.085370500835507
19,2015-06-20,23580,1003.682951653944,1.0206872342209228
20,2015-06-21,25926,1083.5725140785312,1.0644831932895131
21,2015-06-22,37677,906.9772805690475,1.0918460825949887
22,2015-06-23,32294,821.3552053012944,1.0344682469701372
23,2015-06-24,41070,909.326734842951,1.1004142198664586
24,2015-06-25,39673,855.3499357245482,1.0800690520161826
25,2015-06-26,38614,931.4924638732066,1.0834935459321535
26,2015-06-27,15485,953.8661930900872,0.9782929622336942
27,2015-06-28,20591,1048.0357923364577,0.9944019192720502
28,2015-06-29,38037,915.6225517259511,1.1142856081962016
29,2015-06-30,38087,867.4806626933074,1.0936175326333164
0,2015-07-01,37539,877.6502037880604,1.0768204299846154
1,2015-07-02,35559,1060.9467926544617,1.0726425823672643
2,2015-07-03,26928,1107.0759061200238,1.0710385218470109
3,2015-07-04,21706,1353.825393900304,1.0575797019025859
4,2015-07-05,25920,1197.9756944444443,1.0653054771739767
5,2015-07-06,35251,903.1219823551105,1.0868544426967646
6,2015-07-07,36837,866.3142764068735,1.079300473506949
7,2015-07-08,35047,871.8742545724313,1.057194698322172
8,2015-07-09,31978,916.1274313590593,1.0502710969749753
9,2015-07-10,38559,956.8364843486605,1.098556880824636
10,2015-07-11,31719,1129.0507582206249,1.097430337972451
11,2015-07-12,31037,1208.9796372072044,1.0861094860770253
12,2015-07-13,38485,937.740782122905,1.0996167926302074
13,2015-07-14,35802,842.3688062119435,1.0860011232713938
14,2015-07-15,34979,862.1024900654678,1.06995348141411
15,2015-07-16,42356,1018.160496741902,1.1017017997329865
16,2015-07-17,39595,963.3562065917414,1.0958928691447813
17,2015-07-18,28870,1104.95507447177,1.056083275163404
18,2015-07-19,28531,1153.1603168483405,1.0494035393540557
19,2015-07-20,34889,900.1009487230932,1.0499905315095965
20,2015-07-21,38499,867.7472661627575,1.071905440907216
21,2015-07-22,42557,940.4939257936414,1.106463051452823
22,2015-07-23,42175,889.8531357439241,1.1035333961099827
23,2015-07-24,40330,905.8827919662782,1.1018909894401656
24,2015-07-25,31639,1211.8472454881633,1.0960475204625781
25,2015-07-26,30543,1102.9558327603706,1.064095300920073
26,2015-07-27,38747,931.4562417735567,1.0823329167514917
27,2015-07-28,40434,841.4165306425285,1.074664710570322
28,2015-07-29,39428,824.1444404991377,1.0625413478129708
29,2015-07-30,31166,806.6353718796124,1.0424792858058658
30,2015-07-31,38571,898.9968370018926,1.0716291172772234
0,2015-08-01,35179,1197.9933198783365,1.1101177951201735
1,2015-08-02,31622,1149.2120991714628,1.0825651765706137
2,2015-08-03,38888,892.0680415552356,1.0864049415920614
3,2015-08-04,40783,854.7490130691709,1.0888082328715927
4,2015-08-05,41075,860.9781862446744,1.0955151646290813
5,2015-08-06,42283,860.9820731736158,1.0952260185757101
6,2015-08-07,40999,936.3885948437767,1.0927530963218834
7,2015-08-08,38723,1269.6982155308215,1.1383708975690485
8,2015-08-09,32716,1455.1043220442598,1.0815096086334286
9,2015-08-10,39870,1252.9847253574117,1.0952128199849829
10,2015-08-11,25066,1270.2382111226361,1.023866443584321
11,2015-08-12,42994,1096.5084895566824,1.1021839566954834
12,2015-08-13,42170,1074.9092957078492,1.08877467761178
13,2015-08-14,39983,964.1594177525449,1.0895910042461028
14,2015-08-15,37821,1285.823775151371,1.1401614881428046
15,2015-08-16,30344,1171.7119364619034,1.0584659545623656
16,2015-08-17,37449,848.5387860824054,1.076429793573194
17,2015-08-18,39916,846.6762701673514,1.0710975047010336
18,2015-08-19,40726,903.248858223248,1.0741326408207554
19,2015-08-20,39280,852.471766802444,1.0731033538660537
20,2015-08-21,38038,863.6981702508018,1.0742297425792473
21,2015-08-22,34277,1198.229045715786,1.0990004113763245
22,2015-08-23,33071,1093.0885972604397,1.0609732716223232
23,2015-08-24,38943,870.7226202398377,1.1032671080879604
24,2015-08-25,41655,977.6273196495018,1.0967743164529027
25,2015-08-26,42832,858.1844882330968,1.1046840852761066
26,2015-08-27,43173,863.6876056794756,1.108973520536976
27,2015-08-28,41755,919.7808645671178,1.1026815668433596
28,2015-08-29,34381,1266.6529187632705,1.0889826390129884
29,2015-08-30,32913,1126.619025916811,1.0596740819676942
30,2015-08-31,40119,848.7484982178021,1.0733422808331894
0,2015-09-01,43291,852.9317641080132,1.091418555048544
1,2015-09-02,43225,925.9023713128977,1.0865001577648061
2,2015-09-03,42879,835.1993050211059,1.0681086593788287
3,2015-09-04,39956,951.9984482931225,1.0779933501921652
4,2015-09-05,34005,1222.129657403323,1.093163107334693
5,2015-09-06,33199,1248.6065242929003,1.0939516622311618
6,2015-09-07,33682,1196.5387150406746,1.0768984022462873
7,2015-09-08,42766,944.1871346396671,1.0699811471118077
8,2015-09-09,44005,818.5538234291557,1.0706344656751028
9,2015-09-10,22253,752.5503976991866,0.9553126059130107
10,2015-09-11,47613,930.6410644151807,1.1039986861415312
11,2015-09-12,33661,1156.6621015418436,1.0553476698593816
12,2015-09-13,34794,1206.3046502270506,1.0899906033334308
13,2015-09-14,44668,995.2089191367422,1.1325097642864717
14,2015-09-15,48729,1026.061421330214,1.1337589702335895
15,2015-09-16,51179,975.7296352019383,1.1288291030116848
16,2015-09-17,50705,1033.4022088551426,1.1243861685159897
17,2015-09-18,50285,1070.5072486825097,1.1334140268388653
18,2015-09-19,43011,1385.409011648183,1.1264129293450913
19,2015-09-20,40462,1334.932702288567,1.1211361567037024
20,2015-09-21,47180,996.1725519287834,1.1331022921425604
21,2015-09-22,48685,978.6409982540823,1.132053578464606
22,2015-09-23,48366,1063.414299301162,1.137090006694691
23,2015-09-24,52706,1079.5071718589913,1.138107490772626
24,2015-09-25,51368,1114.5495444634792,1.1369813273433533
25,2015-09-26,42560,1280.77304981203,1.1282068891546773
26,2015-09-27,38285,1250.4680423142222,1.0910426436211311
27,2015-09-28,48011,1067.5783049717772,1.1361836476340963
28,2015-09-29,48725,1032.0795690097486,1.1154651884089575
29,2015-09-30,39445,872.9205729496767,1.067234436235335
0,2015-10-01,34719,1106.9530516431926,1.0442314848329544
1,2015-10-02,9444,1121.728081321474,0.9110684337861417
2,2015-10-03,16564,1209.5088746679546,0.9376949507120864
3,2015-10-04,30214,1252.571258357053,1.0582594190398613
4,2015-10-05,44581,1112.231668199457,1.1343875861500508
5,2015-10-06,49719,1052.9310726281703,1.1441356645283312
6,2015-10-07,50141,985.3283739853613,1.13392662676527
7,2015-10-08,50179,1081.5042746965862,1.1337697422328732
8,2015-10-09,37283,1317.8840758522651,1.0748112214640686
9,2015-10-10,39345,1414.7943321896048,1.1252806073279606
10,2015-10-11,38967,1526.027356481125,1.1240591992292133
11,2015-10-12,45584,1113.7628553878553,1.1174510882340043
12,2015-10-13,49047,1018.8883927661223,1.1274716353005785
13,2015-10-14,49998,948.4278971158847,1.1225198604530207
14,2015-10-15,48783,1028.4660025008711,1.1196501486266925
15,2015-10-16,46484,1053.7190000860512,1.1068599093434501
16,2015-10-17,31809,1230.6915338426231,1.0524371112728208
17,2015-10-18,23978,1005.4142547335057,1.000909950297005
18,2015-10-19,36570,975.1275909215203,1.0648346118896839
19,2015-10-20,45376,1003.7430800423131,1.1152559472545458
20,2015-10-21,49121,992.1271553917876,1.1352445014224755
21,2015-10-22,49604,1038.7780420933796,1.125518309790496
22,2015-10-23,44679,1050.3663018420286,1.0912102249175395
23,2015-10-24,31713,1157.0539526377195,1.0481598182075555
24,2015-10-25,29289,1169.0664754686059,1.0567945484831707
25,2015-10-26,42165,912.3488912605242,1.1091110433843894
26,2015-10-27,44553,891.580275177878,1.0940396812383317
27,2015-10-28,20736,865.9493152006173,1.027068202396599
28,2015-10-29,45358,986.8879139291856,1.1036778544677477
29,2015-10-30,44518,956.1802416999865,1.0921058774576875
30,2015-10-31,31756,1229.4674707141958,1.0358308205649867
0,2015-11-01,30622,1211.770067271896,1.0850828142801396
1,2015-11-02,44534,998.263596353348,1.1197093977653672
2,2015-11-03,49326,1080.9482220330049,1.136633542560412
3,2015-11-04,49487,1016.4768929213733,1.1285365912172833
4,2015-11-05,43006,917.2762637771474,1.094711876974836
5,2015-11-06,47162,1025.841821805691,1.1065355576633686
6,2015-11-07,35586,1279.1286741977183,1.0727370300147165
7,2015-11-08,32317,1187.309558436736,1.0820606978465457
8,2015-11-09,42262,950.2496805641001,1.1008668217825444
9,2015-11-10,21585,781.1253648366921,1.0090675777912792
10,2015-11-11,37705,896.2686646333377,1.0660482793942554
11,2015-11-12,37319,800.6309654599534,1.0730182776773376
12,2015-11-13,38970,872.3662047729023,1.064437869828771
13,2015-11-14,25299,1033.9367168662793,0.9999805735906512
14,2015-11-15,25990,1088.2191612158522,1.0494767523751038
15,2015-11-16,40916,915.6291181933718,1.125465925819537
16,2015-11-17,38939,862.1132283828553,1.0729042545786722
17,2015-11-18,41485,839.1447993250573,1.0939713353898308
18,2015-11-19,21890,878.6962083142988,1.0554349315665918
19,2015-11-20,38205,978.8239235702133,1.0738771751144505
20,2015-11-21,28038,1012.0601326770811,1.0377977504641567
21,2015-11-22,23343,1003.2856102471833,1.0210031711113199
22,2015-11-23,30136,796.5444650915848,1.040586316611891
23,2015-11-24,32218,798.029734930784,1.0354597419710465
24,2015-11-25,30295,905.7331242779336,1.0349768292326798
25,2015-11-26,13291,1424.9706568354525,1.0605271836032522
26,2015-11-27,22824,1111.6204433929197,1.0812279378841354
27,2015-11-28,15830,1079.7233101705622,0.994756580369734
28,2015-11-29,18452,958.1174398439193,1.0067006239026348
29,2015-11-30,30213,763.8854466620329,1.044675663995084
0,2015-12-01,18399,772.8362954508398,0.9875616663573448
1,2015-12-02,23782,810.4280548313851,1.0225249037416628
2,2015-12-03,33917,789.0729722558009,1.0630350203345784
3,2015-12-04,34737,873.225379278579,1.0601951088419563
4,2015-12-05,26358,1273.5946961074437,1.0374931744304152
5,2015-12-06,24943,1180.8218738724293,1.0339770655361948
6,2015-12-07,34139,846.4228594862182,1.0855185597934842
7,2015-12-08,35614,821.521031055203,1.055025274934106
8,2015-12-09,35306,872.0777488245624,1.0630002397916305
9,2015-12-10,39099,883.634977876672,1.0836384941754367
10,2015-12-11,39060,952.7642089093702,1.08092670865822
11,2015-12-12,31957,1200.2819726507494,1.071067099775199
12,2015-12-13,32001,1179.4224555482642,1.0858006629372061
13,2015-12-14,32518,811.5874900055354,1.0706645864823854
14,2015-12-15,38661,825.0140710276506,1.0773744468379745
15,2015-12-16,35643,797.1977386864181,1.054502864747765
16,2015-12-17,21961,862.7360775920951,1.0430404193921883
17,2015-12-18,30704,882.2227397081814,1.0089751918042513
18,2015-12-19,17778,897.2923838452019,0.9294468119181281
19,2015-12-20,17030,970.295067527892,0.9465420959554224
20,2015-12-21,29800,775.4513422818792,1.0301305784089008
21,2015-12-22,22941,808.292881740116,1.0179385852661988
22,2015-12-23,14817,802.6682189377067,0.996328506626547
23,2015-12-24,18447,1130.5438282647585,1.0078412588007593
24,2015-12-25,12333,2094.8167518041028,1.0677707242250378
25,2015-12-26,13914,1392.6844185712232,0.9841139306845094
26,2015-12-27,13177,1267.446990969113,0.9726891326263216
27,2015-12-28,18889,889.0960876700725,1.004822757525604
28,2015-12-29,13347,726.7427886416423,0.9570098636809945
29,2015-12-30,22477,955.3031098456199,1.0132666205670053
30,2015-12-31,20376,1008.9503337259521,1.0110760880101846
0,2016-01-01,11009,1213.1380688527568,0.9822218392666917
1,2016-01-02,14587,1027.1729622266403,0.9581548237124409
2,2016-01-03,15499,944.5974579005098,0.9743892824148956
3,2016-01-04,19593,771.5624968100852,0.9923856775325289
4,2016-01-05,18053,682.2750789342491,0.93013730243524
5,2016-01-06,24569,835.5083234970898,1.0038248900840188
6,2016-01-07,27773,773.854174918086,1.0423186942186242
7,2016-01-08,28709,842.5964331742659,1.040338588697712
8,2016-01-09,20846,890.3881799865682,0.9886430861303167
9,2016-01-10,14275,911.0108581436077,0.9735486141125234
10,2016-01-11,22937,716.1495836421502,0.9936979589652912
11,2016-01-12,25211,732.1922176827575,0.9982961147954026
12,2016-01-13,21133,796.9891638669379,0.9507438272289898
13,2016-01-14,23780,781.1737174095879,0.9786767631913676
14,2016-01-15,28435,869.2584490944258,1.0392844758696287
15,2016-01-16,19178,1015.08249035353,1.0125553229541822
16,2016-01-17,12024,981.100881570193,0.9545982358788454
17,2016-01-18,12718,748.3658594118572,0.8911808071270202
18,2016-01-19,17281,670.0007522712806,0.928544155563382
19,2016-01-20,23420,753.2608027327071,0.9857756963428843
20,2016-01-21,23672,822.2985383575532,1.2064450522352086
21,2016-01-22,20950,891.6265393794749,0.9450314655490316
22,2016-01-27,6761,1079.428339003106,1.0683841863800734
23,2016-01-28,11946,1008.9159551314248,1.0439927869518077
24,2016-01-29,16028,843.5729972548041,0.9901978478115324
25,2016-01-30,12973,917.209974562553,0.9611836391362928
26,2016-01-31,16118,962.1516317160938,1.0256920864753103
0,2016-02-01,24334,795.0407660064108,1.0480409308336212
1,2016-02-02,28528,862.2542063937185,1.0585603512767272
2,2016-02-03,16203,699.7807813367895,0.9903504246552551
3,2016-02-04,27766,943.999927969459,1.0432535886753675
4,2016-02-05,13670,835.3442574981711,0.953859188165929
5,2016-02-06,16933,982.304553239237,0.9666155649039383
6,2016-02-07,17605,953.4158477705197,1.0051560528525914
7,2016-02-08,19026,768.4023441606223,1.275790185599916
8,2016-02-09,22741,786.4022250560662,0.9815167779391261
9,2016-02-10,22420,808.7097680642283,0.9758295532170389
10,2016-02-11,18748,811.3870812886707,0.9344547386750883
11,2016-02-12,16449,915.8022980120372,0.9043966932961789
12,2016-02-13,6625,834.2425660377359,0.8018047836472009
13,2016-02-14,4653,946.5826348592306,0.7515633227782068
14,2016-02-15,5884,712.394629503739,0.8603255214332081
15,2016-02-16,14542,744.8725072204649,0.9906703547231915
16,2016-02-17,23572,771.630069574071,1.2469562307428037
17,2016-02-18,22261,858.8966353712772,0.9828219360607997
18,2016-02-19,21959,792.3605355435129,0.9821015768911269
19,2016-02-20,24484,1227.6980477046234,1.0608914484438174
20,2016-02-21,20052,1178.2368342309994,1.3227118855201756
21,2016-02-22,28233,843.0448057237984,1.063335675842652
22,2016-02-23,16133,772.6867910494018,1.0030414096368223
23,2016-02-24,9761,715.4063108288085,0.9207209592943225
24,2016-02-25,25102,744.7249223169468,1.0166443426719856
25,2016-02-26,22573,778.3455898639968,0.9753955891151315
26,2016-02-27,17226,1016.9483919656334,0.9841918149061852
27,2016-02-28,25437,1257.4260722569486,1.3369470264345593
28,2016-02-29,27954,798.8825570580238,1.4762836141442002
0,2016-03-01,30509,907.4826772427808,1.2398342339639068
1,2016-03-02,26195,811.9212445123115,1.019496942879758
2,2016-03-03,24061,797.1343252566394,0.9967271413603254
3,2016-03-04,17369,759.697737348149,0.9707031049202073
4,2016-03-05,18023,1004.8697775065194,0.9840430793416739
5,2016-03-06,18832,980.7445305862362,1.0383068883690627
6,2016-03-07,31492,971.8428172234218,1.100364029384603
7,2016-03-08,36521,901.9314367076477,1.4178652999715795
8,2016-03-09,41490,1099.716172571704,1.4252901184440736
9,2016-03-10,42252,1059.1619331629272,1.1522141164144415
10,2016-03-11,38195,1096.5244665532139,1.5418732976135114
11,2016-03-12,32771,1359.3903146074274,1.291884510637047
12,2016-03-13,27550,1346.7665335753177,1.1054596987101506
13,2016-03-14,10930,734.5025617566331,0.9340290880789937
14,2016-03-15,31596,929.4935118369414,1.0750603188407193
15,2016-03-16,36067,985.5060858956941,1.4012658284589783
16,2016-03-17,35390,972.765442215315,1.1019541046161556
17,2016-03-18,34647,927.601495078939,1.092556411364838
18,2016-03-19,24048,1101.8343313373252,1.0230233278140142
19,2016-03-20,16678,1142.6558340328577,0.9861451555051536
20,2016-03-21,26414,816.5107518740062,1.4393248951705542
21,2016-03-22,33497,933.9870436158462,1.252364904534276
22,2016-03-23,40983,1032.5625503257447,1.143758812065196
23,2016-03-24,36495,902.1141252226332,1.5301816260946697
24,2016-03-25,34097,1155.1110948177259,1.085790000591965
25,2016-03-26,27478,1527.1500837033263,1.0774432884631044
26,2016-03-27,22483,1285.862651781346,1.0438804275156455
27,2016-03-28,20345,879.5177684934873,1.035883783800634
28,2016-03-29,31481,862.408786252025,1.0636728689456447
29,2016-03-30,33684,970.724052962831,1.246984510407118
30,2016-03-31,38348,1084.9594763742568,1.2728746450370327
0,2016-04-01,34449,1062.2395715405382,1.0923913933532072
1,2016-04-02,21839,1119.679151975823,1.5185946605403278
2,2016-04-03,15322,1108.5210807988512,1.2948695049163135
3,2016-04-04,12302,674.1970411315233,1.3829728958925815
4,2016-04-05,26238,904.6122036740605,1.0053134202637273
5,2016-04-06,29365,916.8704580282649,1.7673421128244013
6,2016-04-07,30402,831.4216498914545,1.086192837983788
7,2016-04-08,30817,984.3284875231203,1.2243303836441903
8,2016-04-09,12702,1239.4009604786647,0.9266720703171363
9,2016-04-10,23229,1225.9552283783203,1.284466671234222
10,2016-04-11,32048,886.3308786819771,1.075987965944361
11,2016-04-12,23765,839.0671996633705,1.0675178721837022
12,2016-04-13,37539,905.2514185247343,1.5541938314448058
13,2016-04-14,38505,999.0852356836774,1.2687509013449627
14,2016-04-15,39676,916.0601623147495,1.1365374095767784
15,2016-04-16,36148,1267.5405001659842,1.1533690759246231
16,2016-04-17,38843,1476.958937260253,1.612972916593411
17,2016-04-18,43994,1032.654021002864,1.3080591528023884
18,2016-04-19,46075,914.7833966359196,1.1668832691432964
19,2016-04-20,44547,1023.387545738209,1.4017680479746224
20,2016-04-21,45570,959.3121790651744,1.165017971174686
21,2016-04-22,48815,1197.9904537539692,1.1493777050032454
22,2016-04-23,33647,1438.9963146788718,1.135891541013127
23,2016-04-24,37866,1422.2313421010933,1.44951874744266
24,2016-04-25,42308,1063.7738725536542,1.1490213708131112
25,2016-04-26,34643,978.370551049274,1.094504866260654
26,2016-04-27,41931,1033.2404426319429,1.114212209066513
27,2016-04-28,37428,931.010366570482,1.0779945734881309
28,2016-04-29,34878,1112.5447560066518,1.0907669344788307
