pickup_datetime,passenger_count,trip_distance
2017-02-26,363612,0.0
2017-02-27,304807,0.0
2017-02-28,301723,0.0
2017-03-01,329777,0.0
2017-03-02,370557,0.0
2017-03-03,419827,0.0
2017-03-04,490165,0.0
2017-03-05,396027,0.0
2017-03-06,317786,0.0
2017-03-07,333136,0.0
2017-03-08,333147,0.0
2017-03-09,362090,0.0
2017-03-10,433469,0.0
2017-03-11,482157,0.0
2017-03-12,398207,0.0
2017-03-13,359688,0.0
2017-03-14,176765,0.0
2017-03-15,378873,0.0
2017-03-16,386506,0.0
2017-03-17,390383,0.0
2017-03-18,456411,0.0
2017-03-19,355812,0.0
2017-03-20,299971,0.0
2017-03-21,302402,0.0
2017-03-22,358818,0.0
2017-03-23,365353,0.0
2017-03-24,385219,0.0
2017-03-25,428986,0.0
2017-03-26,372003,0.0
2017-03-27,310843,0.0
2017-03-28,358861,0.0
2017-03-29,328721,0.0
2017-03-30,362142,0.0
2017-03-31,483887,0.0
2017-04-01,384351,0.0
2017-04-02,239203,0.0
2017-04-03,307288,0.0
2017-04-04,339280,0.0
2017-04-05,341524,0.0
2017-04-06,409651,0.0
2017-04-07,412780,0.0
2017-04-08,437647,0.0
2017-04-09,373229,0.0
2017-04-10,293990,0.0
2017-04-11,305665,0.0
2017-04-12,320980,0.0
2017-04-13,345256,0.0
2017-04-14,361516,0.0
2017-04-15,388452,0.0
2017-04-16,345481,0.0
2017-04-17,285247,0.0
2017-04-18,310847,0.0
2017-04-19,352566,0.0
2017-04-20,376731,0.0
2017-04-21,423714,0.0
2017-04-22,445263,0.0
2017-04-23,377808,0.0
2017-04-24,321318,0.0
2017-04-25,405223,0.0
2017-04-26,356701,0.0
2017-04-27,374150,0.0
2017-04-28,404361,0.0
2017-04-29,452720,0.0
2017-04-30,388004,0.0
2017-05-01,322630,0.0
2017-05-02,341923,0.0
2017-05-03,355888,0.0
2017-05-04,383618,0.0
2017-05-05,486608,0.0
2017-05-06,480465,0.0
2017-05-07,398790,0.0
2017-05-08,331943,0.0
2017-05-09,349619,0.0
2017-05-10,362561,0.0
2017-05-11,383194,0.0
2017-05-12,412896,0.0
2017-05-13,555001,0.0
2017-05-14,384294,0.0
2017-05-15,336244,0.0
2017-05-16,359921,0.0
2017-05-17,388801,0.0
2017-05-18,415954,0.0
2017-05-19,434842,0.0
2017-05-20,466202,0.0
2017-05-21,388392,0.0
2017-05-22,374583,0.0
2017-05-23,345513,0.0
2017-05-24,366304,0.0
2017-05-25,438180,0.0
