pickup_datetime,passenger_count,trip_distance
2016-08-25,598320,45.424473768
2016-08-26,597191,53.215459802
2016-08-27,600482,44.335910289
2016-08-28,546421,50.745296248
2016-08-29,513682,44.038058483
2016-08-30,531970,44.283616496
2016-08-31,568386,48.68574507
2016-09-01,588413,48.105079941
2016-09-02,558165,48.690612058
2016-09-03,529323,52.393159323999996
2016-09-04,482469,45.217403157999996
2016-09-05,441592,55.163176944
2016-09-06,566157,47.955255598
2016-09-07,616822,50.476146924999995
2016-09-08,659634,50.546528243
2016-09-09,687660,57.366892228
2016-09-10,735775,55.05809763399999
2016-09-11,630043,55.080655275
2016-09-12,523590,48.427137459
2016-09-13,594743,49.885578527
2016-09-14,622423,52.596677419
2016-09-15,642051,57.685876047
2016-09-16,662998,140.50750284699998
2016-09-17,706648,84.790848905
2016-09-18,616940,143.55984756200002
2016-09-19,522983,407.84379422899997
2016-09-20,553367,61.056760852
2016-09-21,571874,72.404153843
2016-09-22,619476,55.775289233
2016-09-23,644754,46.84817897800001
2016-09-24,713497,43.050922054
2016-09-25,624280,50.95067151000001
2016-09-26,561379,95.636601239
2016-09-27,594152,47.059643971
2016-09-28,630263,41.68054746399999
2016-09-29,645350,46.520033679
2016-09-30,673207,42.885700760999995
2016-10-01,695638,58.56751430600001
2016-10-02,603168,47.12069282499999
2016-10-03,512616,53.686611279000005
2016-10-04,557029,53.912247101999995
2016-10-05,623803,55.821392040999996
2016-10-06,652936,56.909648336000004
2016-10-07,660826,45.327393088
2016-10-08,718781,47.12655775899999
2016-10-09,627413,56.302254814
2016-10-10,518591,50.535655747999996
2016-10-11,564211,42.950531877
2016-10-12,567264,60.917525114
2016-10-13,645104,51.044375781999996
2016-10-14,682777,43.958190314
2016-10-15,720668,74.390880404
2016-10-16,624171,57.424245365
2016-10-17,552589,52.48086675300001
2016-10-18,591186,88.314791751
2016-10-19,619714,47.447570222
2016-10-20,642996,51.344349488999995
2016-10-21,677189,63.465318412
2016-10-22,758037,45.639030462
2016-10-23,635958,59.656142859
2016-10-24,573797,52.50716013
2016-10-25,627314,47.12341315399999
2016-10-26,642862,50.431125079000005
2016-10-27,643056,59.652936188
2016-10-28,697145,51.799192202
2016-10-29,735465,50.173105061
2016-10-30,649958,65.926990668
2016-10-31,551334,44.140343923
2016-11-01,622816,47.093189312999996
2016-11-02,604308,48.072731059000006
2016-11-03,654548,42.50825199
2016-11-04,680418,43.320719438
2016-11-05,735607,48.504208678
2016-11-06,627179,46.6099145
2016-11-07,563721,49.864842905
2016-11-08,553067,60.69659924
2016-11-09,617699,43.855768283
2016-11-10,629105,46.542875781999996
2016-11-11,662673,48.247978979
2016-11-12,715417,46.92839194800001
2016-11-13,625314,57.193690915000005
2016-11-14,552994,52.75838296999999
2016-11-15,606441,42.938841807
2016-11-16,604802,43.814197121
2016-11-17,628566,43.995198627
2016-11-18,663530,47.148817673
2016-11-19,720638,43.457838618
2016-11-20,629227,41.868941609000004
2016-11-21,576254,47.323891411000005
2016-11-22,604224,51.341598933
2016-11-23,589390,54.680418887
2016-11-24,426593,47.185514655000006
2016-11-25,464887,44.021827571
2016-11-26,564186,48.386271072
2016-11-27,524883,52.188221997
2016-11-28,516958,49.143837992
2016-11-29,563014,44.409091202000006
2016-11-30,590476,39.237336618
2016-12-01,638908,40.977482904
2016-12-02,698026,51.665535414
2016-12-03,751081,55.262503343000006
2016-12-04,638327,52.114129278
2016-12-05,580021,63.691040505
2016-12-06,615260,47.05313087500001
2016-12-07,630749,76.509562616
2016-12-08,658948,50.175196954
2016-12-09,726395,47.992017352000005
2016-12-10,772569,60.158314647
2016-12-11,634264,48.405412717000004
2016-12-12,575310,60.38121102999999
2016-12-13,610068,46.37342361499999
2016-12-14,651582,44.690673607
2016-12-15,713142,44.122950222
2016-12-16,751661,48.358386835000005
2016-12-17,731774,52.909333944
2016-12-18,653076,59.442640802
2016-12-19,614259,77.98864250700001
2016-12-20,627342,47.713020156
2016-12-21,621274,53.036149515
2016-12-22,610085,59.43041264399999
2016-12-23,582106,44.6236794
2016-12-24,489882,43.541988057
2016-12-25,331117,52.926868428000006
2016-12-26,388665,52.504203249
2016-12-27,459821,46.07526545500001
2016-12-28,510892,40.347363523
2016-12-29,536801,49.370495745
2016-12-30,570752,46.567143830999996
2016-12-31,552500,44.63117272
2017-01-01,549625,64.698072648
2017-01-02,416170,54.01041670800001
2017-01-03,494718,47.615565288
2017-01-04,512056,44.524246293000004
2017-01-05,570116,51.39464303
2017-01-06,607663,39.488207516
2017-01-07,562808,45.255744468
2017-01-08,531197,67.625938252
2017-01-09,522801,47.406209634999996
2017-01-10,526101,41.558283928
2017-01-11,548745,46.338808776
2017-01-12,563407,40.967423462
2017-01-13,611857,41.902600556
2017-01-14,634721,44.944363769000006
2017-01-15,565819,49.562774199
2017-01-16,461178,55.178494961
2017-01-17,562212,58.844100710000006
2017-01-18,559938,45.11889429
2017-01-19,575436,51.908955709000004
2017-01-20,602686,40.945473975
2017-01-21,610745,47.215784940000006
2017-01-22,537260,42.509038946000004
2017-01-23,513397,41.574815207
2017-01-24,556245,42.087215559
2017-01-25,561607,43.416972738999995
2017-01-26,595770,39.908191631
2017-01-27,643597,38.964064826
2017-01-28,683249,48.033976720000005
2017-01-29,559966,39.940933818999994
2017-01-30,501030,36.437459554
2017-01-31,540112,48.314151753999994
